subjnum,block,story,depth,,type,qtype,state,fromnode,true_tonode,false_tonode,rfc,true_rfc,false_rfc,response_right,true_on_right,correct_response,edge
6,0,8,1,157,question,transQ,,NODE12,NODE22,NODE21,,subject-Deborah_location-Deep,subject-Deborah_location-Deep,False,False,1,NODE12NODE22
6,0,8,2,161,question,transQ,,NODE22,NODE32,NODE31,,subject-Deborah_location-Deep,subject-Deborah_location-Deep,True,True,1,NODE22NODE32
6,0,9,1,174,question,transQ,,NODE12,NODE21,NODE22,,subject-Catherine_location-Jungle,subject-Catherine_location-Jungle,True,False,0,NODE12NODE21
6,0,9,2,178,question,transQ,,NODE21,NODE32,NODE31,,subject-Catherine_location-Jungle,subject-Catherine_location-Jungle,False,False,1,NODE21NODE32
6,0,10,1,193,question,transQ,,NODE12,NODE22,NODE21,,subject-Jane_location-Deep,subject-Jane_location-Deep,True,True,1,NODE12NODE22
6,0,10,2,197,question,transQ,,NODE22,NODE32,NODE31,,subject-Jane_location-Deep,subject-Jane_location-Deep,False,False,1,NODE22NODE32
6,0,11,1,212,question,transQ,,NODE11,NODE22,NODE21,,subject-Pamela_location-Jungle,subject-Pamela_location-Jungle,True,True,1,NODE11NODE22
6,0,11,2,216,question,transQ,,NODE22,NODE31,NODE32,,subject-Pamela_location-Jungle,subject-Pamela_location-Jungle,False,False,1,NODE22NODE31
6,0,12,2,235,question,transQ,,NODE21,NODE31,NODE32,,subject-Ashley_location-Deep,subject-Ashley_location-Deep,False,False,1,NODE21NODE31
6,0,13,1,250,question,transQ,,NODE12,NODE21,NODE22,,subject-Gloria_location-Jungle,subject-Gloria_location-Jungle,True,False,0,NODE12NODE21
6,0,13,2,254,question,transQ,,NODE21,NODE32,NODE31,,subject-Gloria_location-Jungle,subject-Gloria_location-Jungle,True,True,1,NODE21NODE32
6,0,14,1,269,question,transQ,,NODE12,NODE22,NODE21,,subject-Billy_location-Deep,subject-Billy_location-Deep,True,True,1,NODE12NODE22
6,0,14,2,273,question,transQ,,NODE22,NODE32,NODE31,,subject-Billy_location-Deep,subject-Billy_location-Deep,True,True,1,NODE22NODE32
6,0,15,1,286,question,transQ,,NODE11,NODE22,NODE21,,subject-Katherine_location-Jungle,subject-Katherine_location-Jungle,True,True,1,NODE11NODE22
6,0,16,2,309,question,transQ,,NODE22,NODE32,NODE31,,subject-Randy_location-Deep,subject-Randy_location-Deep,True,True,1,NODE22NODE32
6,0,17,1,324,question,transQ,,NODE11,NODE22,NODE21,,subject-Zachary_location-Jungle,subject-Zachary_location-Jungle,False,False,1,NODE11NODE22
6,0,17,2,328,question,transQ,,NODE22,NODE31,NODE32,,subject-Zachary_location-Jungle,subject-Zachary_location-Jungle,False,False,1,NODE22NODE31
6,0,18,1,343,question,transQ,,NODE12,NODE22,NODE21,,subject-Steven_location-Deep,subject-Steven_location-Deep,False,False,1,NODE12NODE22
6,0,19,1,362,question,transQ,,NODE11,NODE22,NODE21,,subject-Juan_location-Jungle,subject-Juan_location-Jungle,False,False,1,NODE11NODE22
6,0,19,2,366,question,transQ,,NODE22,NODE31,NODE32,,subject-Juan_location-Jungle,subject-Juan_location-Jungle,True,True,1,NODE22NODE31
6,0,20,1,381,question,transQ,,NODE11,NODE21,NODE22,,subject-Denise_location-Deep,subject-Denise_location-Deep,False,True,0,NODE11NODE21
6,0,20,2,385,question,transQ,,NODE21,NODE31,NODE32,,subject-Denise_location-Deep,subject-Denise_location-Deep,False,True,0,NODE21NODE31
6,0,21,1,398,question,transQ,,NODE11,NODE22,NODE21,,subject-Jason_location-Jungle,subject-Jason_location-Jungle,True,True,1,NODE11NODE22
6,0,21,2,402,question,transQ,,NODE22,NODE31,NODE32,,subject-Jason_location-Jungle,subject-Jason_location-Jungle,False,False,1,NODE22NODE31
6,0,22,1,417,question,transQ,,NODE11,NODE21,NODE22,,subject-Marilyn_location-Deep,subject-Marilyn_location-Deep,True,False,0,NODE11NODE21
6,0,22,2,421,question,transQ,,NODE21,NODE31,NODE32,,subject-Marilyn_location-Deep,subject-Marilyn_location-Deep,False,False,1,NODE21NODE31
6,0,23,1,436,question,transQ,,NODE11,NODE22,NODE21,,subject-Walter_location-Jungle,subject-Walter_location-Jungle,False,False,1,NODE11NODE22
6,0,23,2,440,question,transQ,,NODE22,NODE31,NODE32,,subject-Walter_location-Jungle,subject-Walter_location-Jungle,True,True,1,NODE22NODE31
6,0,24,1,455,question,transQ,,NODE11,NODE21,NODE22,,subject-Melissa_location-Deep,subject-Melissa_location-Deep,True,False,0,NODE11NODE21
6,0,25,2,478,question,transQ,,NODE22,NODE31,NODE32,,subject-Austin_location-Jungle,subject-Austin_location-Jungle,False,False,1,NODE22NODE31
6,0,26,1,493,question,transQ,,NODE11,NODE21,NODE22,,subject-Sara_location-Deep,subject-Sara_location-Deep,True,False,0,NODE11NODE21
6,0,26,2,497,question,transQ,,NODE21,NODE31,NODE32,,subject-Sara_location-Deep,subject-Sara_location-Deep,True,True,1,NODE21NODE31
6,0,27,1,512,question,transQ,,NODE12,NODE21,NODE22,,subject-Alan_location-Jungle,subject-Alan_location-Jungle,True,False,0,NODE12NODE21
6,0,27,2,516,question,transQ,,NODE21,NODE32,NODE31,,subject-Alan_location-Jungle,subject-Alan_location-Jungle,False,True,0,NODE21NODE32
6,0,28,1,531,question,transQ,,NODE11,NODE21,NODE22,,subject-Abigail_location-Deep,subject-Abigail_location-Deep,True,False,0,NODE11NODE21
6,0,28,2,535,question,transQ,,NODE21,NODE31,NODE32,,subject-Abigail_location-Deep,subject-Abigail_location-Deep,True,True,1,NODE21NODE31
6,0,29,1,550,question,transQ,,NODE12,NODE21,NODE22,,subject-Sharon_location-Jungle,subject-Sharon_location-Jungle,False,False,1,NODE12NODE21
6,0,29,2,554,question,transQ,,NODE21,NODE32,NODE31,,subject-Sharon_location-Jungle,subject-Sharon_location-Jungle,False,True,0,NODE21NODE32
6,0,30,1,569,question,transQ,,NODE11,NODE21,NODE22,,subject-Lisa_location-Deep,subject-Lisa_location-Deep,False,False,1,NODE11NODE21
6,0,30,2,573,question,transQ,,NODE21,NODE31,NODE32,,subject-Lisa_location-Deep,subject-Lisa_location-Deep,True,True,1,NODE21NODE31
6,0,31,1,588,question,transQ,,NODE11,NODE22,NODE21,,subject-Zachary_location-Jungle,subject-Zachary_location-Jungle,True,False,0,NODE11NODE22
6,0,31,2,592,question,transQ,,NODE22,NODE31,NODE32,,subject-Zachary_location-Jungle,subject-Zachary_location-Jungle,True,True,1,NODE22NODE31
6,0,33,1,624,question,transQ,,NODE11,NODE22,NODE21,,subject-Laura_location-Jungle,subject-Laura_location-Jungle,False,True,0,NODE11NODE22
6,0,33,2,628,question,transQ,,NODE22,NODE31,NODE32,,subject-Laura_location-Jungle,subject-Laura_location-Jungle,False,False,1,NODE22NODE31
6,0,34,1,643,question,transQ,,NODE12,NODE22,NODE21,,subject-Hannah_location-Deep,subject-Hannah_location-Deep,False,True,0,NODE12NODE22
6,0,34,2,647,question,transQ,,NODE22,NODE32,NODE31,,subject-Hannah_location-Deep,subject-Hannah_location-Deep,False,True,0,NODE22NODE32
6,0,35,1,660,question,transQ,,NODE11,NODE22,NODE21,,subject-Nicholas_location-Jungle,subject-Nicholas_location-Jungle,True,True,1,NODE11NODE22
6,0,35,2,664,question,transQ,,NODE22,NODE31,NODE32,,subject-Nicholas_location-Jungle,subject-Nicholas_location-Jungle,True,True,1,NODE22NODE31
6,0,36,1,679,question,transQ,,NODE12,NODE22,NODE21,,subject-Kathryn_location-Deep,subject-Kathryn_location-Deep,True,True,1,NODE12NODE22
6,0,37,1,698,question,transQ,,NODE12,NODE21,NODE22,,subject-Stephen_location-Jungle,subject-Stephen_location-Jungle,False,True,0,NODE12NODE21
6,0,38,1,717,question,transQ,,NODE11,NODE21,NODE22,,subject-Stephen_location-Deep,subject-Stephen_location-Deep,True,False,0,NODE11NODE21
6,0,38,2,721,question,transQ,,NODE21,NODE31,NODE32,,subject-Stephen_location-Deep,subject-Stephen_location-Deep,False,False,1,NODE21NODE31
6,0,39,2,740,question,transQ,,NODE21,NODE32,NODE31,,subject-Aaron_location-Jungle,subject-Aaron_location-Jungle,False,False,1,NODE21NODE32
6,1,40,1,755,question,transQ,,NODE12,NODE22,NODE21,,subject-Marie_location-Deep,subject-Marie_location-Deep,False,False,1,NODE12NODE22
6,1,40,2,759,question,transQ,,NODE22,NODE32,NODE31,,subject-Marie_location-Deep,subject-Marie_location-Deep,True,True,1,NODE22NODE32
6,1,41,2,776,question,transQ,,NODE22,NODE31,NODE32,,subject-Victoria_location-Jungle,subject-Victoria_location-Jungle,True,False,0,NODE22NODE31
6,1,42,2,795,question,transQ,,NODE22,NODE32,NODE31,,subject-Kimberly_location-Deep,subject-Kimberly_location-Deep,False,False,1,NODE22NODE32
6,1,44,1,829,question,transQ,,NODE11,NODE21,NODE22,,subject-Natalie_location-Deep,subject-Natalie_location-Deep,True,False,0,NODE11NODE21
6,1,44,2,833,question,transQ,,NODE21,NODE31,NODE32,,subject-Natalie_location-Deep,subject-Natalie_location-Deep,False,False,1,NODE21NODE31
6,1,45,1,846,question,transQ,,NODE11,NODE22,NODE21,,subject-Keith_location-Jungle,subject-Keith_location-Jungle,False,False,1,NODE11NODE22
6,1,45,2,850,question,transQ,,NODE22,NODE31,NODE32,,subject-Keith_location-Jungle,subject-Keith_location-Jungle,True,True,1,NODE22NODE31
6,1,46,2,869,question,transQ,,NODE21,NODE31,NODE32,,subject-Wayne_location-Deep,subject-Wayne_location-Deep,False,False,1,NODE21NODE31
6,1,47,2,888,question,transQ,,NODE21,NODE32,NODE31,,subject-Donna_location-Jungle,subject-Donna_location-Jungle,True,False,0,NODE21NODE32
6,1,48,2,907,question,transQ,,NODE22,NODE32,NODE31,,subject-Margaret_location-Deep,subject-Margaret_location-Deep,False,True,0,NODE22NODE32
6,1,49,1,920,question,transQ,,NODE11,NODE22,NODE21,,subject-Denise_location-Jungle,subject-Denise_location-Jungle,True,True,1,NODE11NODE22
6,1,49,2,924,question,transQ,,NODE22,NODE31,NODE32,,subject-Denise_location-Jungle,subject-Denise_location-Jungle,False,False,1,NODE22NODE31
6,1,50,2,943,question,transQ,,NODE21,NODE31,NODE32,,subject-Matthew_location-Deep,subject-Matthew_location-Deep,True,True,1,NODE21NODE31
6,1,51,1,958,question,transQ,,NODE11,NODE22,NODE21,,subject-Dorothy_location-Jungle,subject-Dorothy_location-Jungle,True,True,1,NODE11NODE22
6,1,51,2,962,question,transQ,,NODE22,NODE31,NODE32,,subject-Dorothy_location-Jungle,subject-Dorothy_location-Jungle,True,True,1,NODE22NODE31
6,1,52,1,977,question,transQ,,NODE11,NODE21,NODE22,,subject-Adam_location-Deep,subject-Adam_location-Deep,False,True,0,NODE11NODE21
6,1,52,2,981,question,transQ,,NODE21,NODE31,NODE32,,subject-Adam_location-Deep,subject-Adam_location-Deep,True,True,1,NODE21NODE31
6,1,53,2,998,question,transQ,,NODE22,NODE31,NODE32,,subject-Theresa_location-Jungle,subject-Theresa_location-Jungle,True,True,1,NODE22NODE31
6,1,54,1,1013,question,transQ,,NODE11,NODE21,NODE22,,subject-Willie_location-Deep,subject-Willie_location-Deep,False,True,0,NODE11NODE21
6,1,54,2,1017,question,transQ,,NODE21,NODE31,NODE32,,subject-Willie_location-Deep,subject-Willie_location-Deep,True,True,1,NODE21NODE31
6,1,55,1,1032,question,transQ,,NODE12,NODE21,NODE22,,subject-Evelyn_location-Jungle,subject-Evelyn_location-Jungle,False,True,0,NODE12NODE21
6,1,55,2,1036,question,transQ,,NODE21,NODE32,NODE31,,subject-Evelyn_location-Jungle,subject-Evelyn_location-Jungle,False,True,0,NODE21NODE32
6,1,56,1,1051,question,transQ,,NODE11,NODE21,NODE22,,subject-Patrick_location-Deep,subject-Patrick_location-Deep,True,False,0,NODE11NODE21
6,1,57,1,1070,question,transQ,,NODE12,NODE21,NODE22,,subject-Zachary_location-Jungle,subject-Zachary_location-Jungle,False,True,0,NODE12NODE21
6,1,58,1,1089,question,transQ,,NODE12,NODE22,NODE21,,subject-Nicholas_location-Deep,subject-Nicholas_location-Deep,True,True,1,NODE12NODE22
6,1,58,2,1093,question,transQ,,NODE22,NODE32,NODE31,,subject-Nicholas_location-Deep,subject-Nicholas_location-Deep,False,False,1,NODE22NODE32
6,1,59,1,1106,question,transQ,,NODE11,NODE22,NODE21,,subject-Keith_location-Jungle,subject-Keith_location-Jungle,True,False,0,NODE11NODE22
6,1,59,2,1110,question,transQ,,NODE22,NODE31,NODE32,,subject-Keith_location-Jungle,subject-Keith_location-Jungle,False,False,1,NODE22NODE31
6,1,60,1,1125,question,transQ,,NODE12,NODE22,NODE21,,subject-Diana_location-Deep,subject-Diana_location-Deep,False,False,1,NODE12NODE22
6,1,60,2,1129,question,transQ,,NODE22,NODE32,NODE31,,subject-Diana_location-Deep,subject-Diana_location-Deep,True,True,1,NODE22NODE32
6,1,61,1,1144,question,transQ,,NODE12,NODE21,NODE22,,subject-Raymond_location-Jungle,subject-Raymond_location-Jungle,False,True,0,NODE12NODE21
6,1,61,2,1148,question,transQ,,NODE21,NODE32,NODE31,,subject-Raymond_location-Jungle,subject-Raymond_location-Jungle,False,False,1,NODE21NODE32
6,1,62,1,1163,question,transQ,,NODE11,NODE21,NODE22,,subject-Frank_location-Deep,subject-Frank_location-Deep,False,True,0,NODE11NODE21
6,1,62,2,1167,question,transQ,,NODE21,NODE31,NODE32,,subject-Frank_location-Deep,subject-Frank_location-Deep,True,True,1,NODE21NODE31
6,1,63,2,1184,question,transQ,,NODE22,NODE31,NODE32,,subject-Melissa_location-Jungle,subject-Melissa_location-Jungle,False,False,1,NODE22NODE31
6,1,64,1,1199,question,transQ,,NODE11,NODE21,NODE22,,subject-Evelyn_location-Deep,subject-Evelyn_location-Deep,False,True,0,NODE11NODE21
6,1,65,1,1218,question,transQ,,NODE12,NODE21,NODE22,,subject-Deborah_location-Jungle,subject-Deborah_location-Jungle,False,True,0,NODE12NODE21
6,1,65,2,1222,question,transQ,,NODE21,NODE32,NODE31,,subject-Deborah_location-Jungle,subject-Deborah_location-Jungle,False,False,1,NODE21NODE32
6,1,66,1,1237,question,transQ,,NODE11,NODE21,NODE22,,subject-William_location-Deep,subject-William_location-Deep,False,True,0,NODE11NODE21
6,1,67,1,1256,question,transQ,,NODE11,NODE22,NODE21,,subject-Elizabeth_location-Jungle,subject-Elizabeth_location-Jungle,True,True,1,NODE11NODE22
6,1,67,2,1260,question,transQ,,NODE22,NODE31,NODE32,,subject-Elizabeth_location-Jungle,subject-Elizabeth_location-Jungle,False,False,1,NODE22NODE31
6,1,68,1,1275,question,transQ,,NODE11,NODE21,NODE22,,subject-Noah_location-Deep,subject-Noah_location-Deep,False,True,0,NODE11NODE21
6,1,68,2,1279,question,transQ,,NODE21,NODE31,NODE32,,subject-Noah_location-Deep,subject-Noah_location-Deep,True,True,1,NODE21NODE31
6,1,69,2,1298,question,transQ,,NODE21,NODE32,NODE31,,subject-Andrea_location-Jungle,subject-Andrea_location-Jungle,True,True,1,NODE21NODE32
6,1,70,1,1313,question,transQ,,NODE12,NODE22,NODE21,,subject-Diana_location-Deep,subject-Diana_location-Deep,True,True,1,NODE12NODE22
6,1,70,2,1317,question,transQ,,NODE22,NODE32,NODE31,,subject-Diana_location-Deep,subject-Diana_location-Deep,True,True,1,NODE22NODE32
6,1,72,1,1351,question,transQ,,NODE11,NODE21,NODE22,,subject-Anthony_location-Deep,subject-Anthony_location-Deep,False,True,0,NODE11NODE21
6,1,73,1,1370,question,transQ,,NODE12,NODE21,NODE22,,subject-Tyler_location-Jungle,subject-Tyler_location-Jungle,False,False,1,NODE12NODE21
6,1,73,2,1374,question,transQ,,NODE21,NODE32,NODE31,,subject-Tyler_location-Jungle,subject-Tyler_location-Jungle,True,True,1,NODE21NODE32
6,1,74,1,1387,question,transQ,,NODE12,NODE22,NODE21,,subject-Billy_location-Deep,subject-Billy_location-Deep,False,True,0,NODE12NODE22
6,1,74,2,1391,question,transQ,,NODE22,NODE32,NODE31,,subject-Billy_location-Deep,subject-Billy_location-Deep,False,False,1,NODE22NODE32
6,1,75,1,1404,question,transQ,,NODE12,NODE21,NODE22,,subject-Ryan_location-Jungle,subject-Ryan_location-Jungle,True,True,1,NODE12NODE21
6,1,77,1,1442,question,transQ,,NODE11,NODE22,NODE21,,subject-Susan_location-Jungle,subject-Susan_location-Jungle,True,False,0,NODE11NODE22
6,1,77,2,1446,question,transQ,,NODE22,NODE31,NODE32,,subject-Susan_location-Jungle,subject-Susan_location-Jungle,True,True,1,NODE22NODE31
6,1,78,1,1461,question,transQ,,NODE12,NODE22,NODE21,,subject-Louis_location-Deep,subject-Louis_location-Deep,True,False,0,NODE12NODE22
6,1,78,2,1465,question,transQ,,NODE22,NODE32,NODE31,,subject-Louis_location-Deep,subject-Louis_location-Deep,True,True,1,NODE22NODE32
6,1,79,2,1484,question,transQ,,NODE21,NODE32,NODE31,,subject-Ronald_location-Jungle,subject-Ronald_location-Jungle,True,True,1,NODE21NODE32
6,2,80,1,1499,question,transQ,,NODE12,NODE22,NODE21,,subject-Andrew_location-Deep,subject-Andrew_location-Deep,True,False,0,NODE12NODE22
6,2,80,2,1503,question,transQ,,NODE22,NODE32,NODE31,,subject-Andrew_location-Deep,subject-Andrew_location-Deep,True,True,1,NODE22NODE32
6,2,81,1,1518,question,transQ,,NODE12,NODE22,NODE21,,subject-William_location-Deep,subject-William_location-Deep,True,True,1,NODE12NODE22
6,2,81,2,1522,question,transQ,,NODE22,NODE32,NODE31,,subject-William_location-Deep,subject-William_location-Deep,True,True,1,NODE22NODE32
6,2,82,1,1537,question,transQ,,NODE12,NODE22,NODE21,,subject-Judith_location-Deep,subject-Judith_location-Deep,False,False,1,NODE12NODE22
6,2,82,2,1541,question,transQ,,NODE22,NODE32,NODE31,,subject-Judith_location-Deep,subject-Judith_location-Deep,False,False,1,NODE22NODE32
6,2,83,1,1556,question,transQ,,NODE12,NODE22,NODE21,,subject-Philip_location-Deep,subject-Philip_location-Deep,False,False,1,NODE12NODE22
6,2,83,2,1560,question,transQ,,NODE22,NODE32,NODE31,,subject-Philip_location-Deep,subject-Philip_location-Deep,True,True,1,NODE22NODE32
6,2,84,2,1579,question,transQ,,NODE21,NODE31,NODE32,,subject-George_location-Deep,subject-George_location-Deep,False,False,1,NODE21NODE31
6,2,86,1,1613,question,transQ,,NODE11,NODE21,NODE22,,subject-Tiffany_location-Deep,subject-Tiffany_location-Deep,True,False,0,NODE11NODE21
6,2,86,2,1617,question,transQ,,NODE21,NODE31,NODE32,,subject-Tiffany_location-Deep,subject-Tiffany_location-Deep,True,False,0,NODE21NODE31
6,2,87,1,1632,question,transQ,,NODE12,NODE22,NODE21,,subject-Anthony_location-Deep,subject-Anthony_location-Deep,False,False,1,NODE12NODE22
6,2,87,2,1636,question,transQ,,NODE22,NODE32,NODE31,,subject-Anthony_location-Deep,subject-Anthony_location-Deep,False,False,1,NODE22NODE32
6,2,88,1,1651,question,transQ,,NODE11,NODE21,NODE22,,subject-Tiffany_location-Deep,subject-Tiffany_location-Deep,True,False,0,NODE11NODE21
6,2,88,2,1655,question,transQ,,NODE21,NODE31,NODE32,,subject-Tiffany_location-Deep,subject-Tiffany_location-Deep,False,False,1,NODE21NODE31
6,2,89,1,1670,question,transQ,,NODE12,NODE22,NODE21,,subject-Scott_location-Deep,subject-Scott_location-Deep,True,True,1,NODE12NODE22
6,2,89,2,1674,question,transQ,,NODE22,NODE32,NODE31,,subject-Scott_location-Deep,subject-Scott_location-Deep,False,False,1,NODE22NODE32
6,2,90,2,1691,question,transQ,,NODE22,NODE32,NODE31,,subject-Donna_location-Deep,subject-Donna_location-Deep,False,False,1,NODE22NODE32
6,2,91,1,1706,question,transQ,,NODE11,NODE21,NODE22,,subject-Kenneth_location-Deep,subject-Kenneth_location-Deep,True,False,0,NODE11NODE21
6,2,91,2,1710,question,transQ,,NODE21,NODE31,NODE32,,subject-Kenneth_location-Deep,subject-Kenneth_location-Deep,True,True,1,NODE21NODE31
6,2,92,1,1725,question,transQ,,NODE11,NODE21,NODE22,,subject-Raymond_location-Deep,subject-Raymond_location-Deep,False,False,1,NODE11NODE21
6,2,92,2,1729,question,transQ,,NODE21,NODE31,NODE32,,subject-Raymond_location-Deep,subject-Raymond_location-Deep,False,False,1,NODE21NODE31
6,2,93,1,1744,question,transQ,,NODE11,NODE21,NODE22,,subject-Jean_location-Deep,subject-Jean_location-Deep,False,True,0,NODE11NODE21
6,2,93,2,1748,question,transQ,,NODE21,NODE31,NODE32,,subject-Jean_location-Deep,subject-Jean_location-Deep,True,True,1,NODE21NODE31
6,2,94,1,1763,question,transQ,,NODE12,NODE22,NODE21,,subject-Jesse_location-Deep,subject-Jesse_location-Deep,False,True,0,NODE12NODE22
6,2,94,2,1767,question,transQ,,NODE22,NODE32,NODE31,,subject-Jesse_location-Deep,subject-Jesse_location-Deep,True,False,0,NODE22NODE32
6,2,95,1,1780,question,transQ,,NODE12,NODE22,NODE21,,subject-Arthur_location-Deep,subject-Arthur_location-Deep,True,True,1,NODE12NODE22
6,2,95,2,1784,question,transQ,,NODE22,NODE32,NODE31,,subject-Arthur_location-Deep,subject-Arthur_location-Deep,True,True,1,NODE22NODE32
6,2,96,1,1799,question,transQ,,NODE11,NODE21,NODE22,,subject-Thomas_location-Deep,subject-Thomas_location-Deep,False,False,1,NODE11NODE21
6,2,96,2,1803,question,transQ,,NODE21,NODE31,NODE32,,subject-Thomas_location-Deep,subject-Thomas_location-Deep,True,False,0,NODE21NODE31
6,2,97,1,1816,question,transQ,,NODE11,NODE21,NODE22,,subject-Patricia_location-Deep,subject-Patricia_location-Deep,True,True,1,NODE11NODE21
6,2,97,2,1820,question,transQ,,NODE21,NODE31,NODE32,,subject-Patricia_location-Deep,subject-Patricia_location-Deep,True,True,1,NODE21NODE31
6,2,98,1,1835,question,transQ,,NODE11,NODE21,NODE22,,subject-Jack_location-Deep,subject-Jack_location-Deep,True,True,1,NODE11NODE21
6,2,98,2,1839,question,transQ,,NODE21,NODE31,NODE32,,subject-Jack_location-Deep,subject-Jack_location-Deep,True,True,1,NODE21NODE31
6,2,99,1,1852,question,transQ,,NODE12,NODE22,NODE21,,subject-Sandra_location-Deep,subject-Sandra_location-Deep,True,True,1,NODE12NODE22
6,2,100,2,1873,question,transQ,,NODE21,NODE31,NODE32,,subject-Roy_location-Deep,subject-Roy_location-Deep,True,True,1,NODE21NODE31
6,2,101,1,1888,question,transQ,,NODE12,NODE22,NODE21,,subject-Madison_location-Deep,subject-Madison_location-Deep,False,False,1,NODE12NODE22
6,2,101,2,1892,question,transQ,,NODE22,NODE32,NODE31,,subject-Madison_location-Deep,subject-Madison_location-Deep,False,False,1,NODE22NODE32
6,2,102,1,1905,question,transQ,,NODE12,NODE22,NODE21,,subject-Bruce_location-Deep,subject-Bruce_location-Deep,True,True,1,NODE12NODE22
6,2,102,2,1909,question,transQ,,NODE22,NODE32,NODE31,,subject-Bruce_location-Deep,subject-Bruce_location-Deep,False,False,1,NODE22NODE32
6,2,103,1,1922,question,transQ,,NODE12,NODE22,NODE21,,subject-Wayne_location-Deep,subject-Wayne_location-Deep,True,True,1,NODE12NODE22
6,2,103,2,1926,question,transQ,,NODE22,NODE32,NODE31,,subject-Wayne_location-Deep,subject-Wayne_location-Deep,True,True,1,NODE22NODE32
6,2,104,1,1939,question,transQ,,NODE12,NODE22,NODE21,,subject-Frank_location-Deep,subject-Frank_location-Deep,False,False,1,NODE12NODE22
6,2,104,2,1943,question,transQ,,NODE22,NODE32,NODE31,,subject-Frank_location-Deep,subject-Frank_location-Deep,True,True,1,NODE22NODE32
6,2,105,1,1958,question,transQ,,NODE12,NODE22,NODE21,,subject-Katherine_location-Deep,subject-Katherine_location-Deep,True,True,1,NODE12NODE22
6,2,105,2,1962,question,transQ,,NODE22,NODE32,NODE31,,subject-Katherine_location-Deep,subject-Katherine_location-Deep,False,False,1,NODE22NODE32
6,2,106,1,1975,question,transQ,,NODE11,NODE21,NODE22,,subject-Jessica_location-Deep,subject-Jessica_location-Deep,True,True,1,NODE11NODE21
6,2,106,2,1979,question,transQ,,NODE21,NODE31,NODE32,,subject-Jessica_location-Deep,subject-Jessica_location-Deep,False,False,1,NODE21NODE31
6,2,107,1,1992,question,transQ,,NODE12,NODE22,NODE21,,subject-Dylan_location-Deep,subject-Dylan_location-Deep,False,False,1,NODE12NODE22
6,2,108,1,2009,question,transQ,,NODE11,NODE21,NODE22,,subject-Edward_location-Deep,subject-Edward_location-Deep,False,False,1,NODE11NODE21
6,2,108,2,2013,question,transQ,,NODE21,NODE31,NODE32,,subject-Edward_location-Deep,subject-Edward_location-Deep,True,True,1,NODE21NODE31
6,2,109,1,2026,question,transQ,,NODE11,NODE21,NODE22,,subject-Lauren_location-Deep,subject-Lauren_location-Deep,False,False,1,NODE11NODE21
6,2,109,2,2030,question,transQ,,NODE21,NODE31,NODE32,,subject-Lauren_location-Deep,subject-Lauren_location-Deep,True,True,1,NODE21NODE31
6,2,110,1,2045,question,transQ,,NODE11,NODE21,NODE22,,subject-Willie_location-Deep,subject-Willie_location-Deep,False,False,1,NODE11NODE21
6,2,110,2,2049,question,transQ,,NODE21,NODE31,NODE32,,subject-Willie_location-Deep,subject-Willie_location-Deep,False,False,1,NODE21NODE31
