subjnum,block,story,depth,,type,qtype,state,fromnode,true_tonode,false_tonode,rfc,true_rfc,false_rfc,response_right,true_on_right,correct_response,edge
0,0,15,2,290,question,transQ,,NODE22,NODE31,NODE32,,subject-Judy_location-Jungle,subject-Judy_location-Jungle,True,True,1,NODE22NODE31
0,0,16,1,305,question,transQ,,NODE12,NODE22,NODE21,,subject-Janice_location-Deep,subject-Janice_location-Deep,False,True,0,NODE12NODE22
0,0,16,2,309,question,transQ,,NODE22,NODE32,NODE31,,subject-Janice_location-Deep,subject-Janice_location-Deep,False,False,1,NODE22NODE32
0,0,17,1,324,question,transQ,,NODE11,NODE22,NODE21,,subject-Jane_location-Jungle,subject-Jane_location-Jungle,True,False,0,NODE11NODE22
0,0,17,2,328,question,transQ,,NODE22,NODE31,NODE32,,subject-Jane_location-Jungle,subject-Jane_location-Jungle,True,False,0,NODE22NODE31
0,0,18,2,347,question,transQ,,NODE22,NODE32,NODE31,,subject-Joe_location-Deep,subject-Joe_location-Deep,True,True,1,NODE22NODE32
0,0,19,1,362,question,transQ,,NODE12,NODE21,NODE22,,subject-Virginia_location-Jungle,subject-Virginia_location-Jungle,False,False,1,NODE12NODE21
0,0,19,2,366,question,transQ,,NODE21,NODE32,NODE31,,subject-Virginia_location-Jungle,subject-Virginia_location-Jungle,True,True,1,NODE21NODE32
0,0,20,1,379,question,transQ,,NODE11,NODE21,NODE22,,subject-Alice_location-Deep,subject-Alice_location-Deep,True,True,1,NODE11NODE21
0,0,21,1,396,question,transQ,,NODE12,NODE21,NODE22,,subject-Arthur_location-Jungle,subject-Arthur_location-Jungle,True,False,0,NODE12NODE21
0,0,22,1,415,question,transQ,,NODE11,NODE21,NODE22,,subject-Linda_location-Deep,subject-Linda_location-Deep,True,True,1,NODE11NODE21
0,0,22,2,419,question,transQ,,NODE21,NODE31,NODE32,,subject-Linda_location-Deep,subject-Linda_location-Deep,False,False,1,NODE21NODE31
0,0,23,1,434,question,transQ,,NODE11,NODE22,NODE21,,subject-Frances_location-Jungle,subject-Frances_location-Jungle,False,True,0,NODE11NODE22
0,0,23,2,438,question,transQ,,NODE22,NODE31,NODE32,,subject-Frances_location-Jungle,subject-Frances_location-Jungle,True,True,1,NODE22NODE31
0,0,24,1,453,question,transQ,,NODE11,NODE21,NODE22,,subject-Austin_location-Deep,subject-Austin_location-Deep,True,True,1,NODE11NODE21
0,0,24,2,457,question,transQ,,NODE21,NODE31,NODE32,,subject-Austin_location-Deep,subject-Austin_location-Deep,False,False,1,NODE21NODE31
0,0,26,2,495,question,transQ,,NODE21,NODE31,NODE32,,subject-Zachary_location-Deep,subject-Zachary_location-Deep,True,False,0,NODE21NODE31
0,0,27,1,508,question,transQ,,NODE11,NODE22,NODE21,,subject-Henry_location-Jungle,subject-Henry_location-Jungle,False,True,0,NODE11NODE22
0,0,28,1,527,question,transQ,,NODE12,NODE22,NODE21,,subject-Donna_location-Deep,subject-Donna_location-Deep,True,False,0,NODE12NODE22
0,0,29,1,546,question,transQ,,NODE11,NODE22,NODE21,,subject-Alan_location-Jungle,subject-Alan_location-Jungle,True,False,0,NODE11NODE22
0,0,29,2,550,question,transQ,,NODE22,NODE31,NODE32,,subject-Alan_location-Jungle,subject-Alan_location-Jungle,False,True,0,NODE22NODE31
0,0,30,1,565,question,transQ,,NODE11,NODE21,NODE22,,subject-Samantha_location-Deep,subject-Samantha_location-Deep,True,True,1,NODE11NODE21
0,0,31,2,588,question,transQ,,NODE21,NODE32,NODE31,,subject-Anthony_location-Jungle,subject-Anthony_location-Jungle,False,False,1,NODE21NODE32
0,0,32,1,603,question,transQ,,NODE11,NODE21,NODE22,,subject-Walter_location-Deep,subject-Walter_location-Deep,True,True,1,NODE11NODE21
0,0,32,2,607,question,transQ,,NODE21,NODE31,NODE32,,subject-Walter_location-Deep,subject-Walter_location-Deep,False,False,1,NODE21NODE31
0,0,33,1,622,question,transQ,,NODE11,NODE22,NODE21,,subject-Lori_location-Jungle,subject-Lori_location-Jungle,False,True,0,NODE11NODE22
0,0,33,2,626,question,transQ,,NODE22,NODE31,NODE32,,subject-Lori_location-Jungle,subject-Lori_location-Jungle,True,False,0,NODE22NODE31
0,0,34,1,641,question,transQ,,NODE12,NODE22,NODE21,,subject-Albert_location-Deep,subject-Albert_location-Deep,True,True,1,NODE12NODE22
0,0,34,2,645,question,transQ,,NODE22,NODE32,NODE31,,subject-Albert_location-Deep,subject-Albert_location-Deep,False,False,1,NODE22NODE32
0,0,35,1,660,question,transQ,,NODE12,NODE21,NODE22,,subject-Willie_location-Jungle,subject-Willie_location-Jungle,False,True,0,NODE12NODE21
0,0,35,2,664,question,transQ,,NODE21,NODE32,NODE31,,subject-Willie_location-Jungle,subject-Willie_location-Jungle,True,True,1,NODE21NODE32
0,0,36,1,679,question,transQ,,NODE11,NODE21,NODE22,,subject-Judith_location-Deep,subject-Judith_location-Deep,True,True,1,NODE11NODE21
0,0,36,2,683,question,transQ,,NODE21,NODE31,NODE32,,subject-Judith_location-Deep,subject-Judith_location-Deep,False,False,1,NODE21NODE31
0,0,37,2,702,question,transQ,,NODE21,NODE32,NODE31,,subject-Mary_location-Jungle,subject-Mary_location-Jungle,True,True,1,NODE21NODE32
0,0,38,1,717,question,transQ,,NODE12,NODE22,NODE21,,subject-Rose_location-Deep,subject-Rose_location-Deep,False,False,1,NODE12NODE22
0,0,38,2,721,question,transQ,,NODE22,NODE32,NODE31,,subject-Rose_location-Deep,subject-Rose_location-Deep,False,False,1,NODE22NODE32
0,0,39,2,740,question,transQ,,NODE21,NODE32,NODE31,,subject-Roy_location-Jungle,subject-Roy_location-Jungle,False,False,1,NODE21NODE32
0,1,40,1,755,question,transQ,,NODE11,NODE22,NODE21,,subject-Gregory_location-Jungle,subject-Gregory_location-Jungle,False,True,0,NODE11NODE22
0,1,40,2,759,question,transQ,,NODE22,NODE31,NODE32,,subject-Gregory_location-Jungle,subject-Gregory_location-Jungle,False,True,0,NODE22NODE31
0,1,41,1,774,question,transQ,,NODE12,NODE21,NODE22,,subject-Doris_location-Jungle,subject-Doris_location-Jungle,True,False,0,NODE12NODE21
0,1,41,2,778,question,transQ,,NODE21,NODE32,NODE31,,subject-Doris_location-Jungle,subject-Doris_location-Jungle,False,True,0,NODE21NODE32
0,1,42,1,793,question,transQ,,NODE12,NODE21,NODE22,,subject-Tyler_location-Jungle,subject-Tyler_location-Jungle,True,False,0,NODE12NODE21
0,1,42,2,797,question,transQ,,NODE21,NODE32,NODE31,,subject-Tyler_location-Jungle,subject-Tyler_location-Jungle,False,True,0,NODE21NODE32
0,1,44,2,835,question,transQ,,NODE21,NODE32,NODE31,,subject-Emma_location-Jungle,subject-Emma_location-Jungle,False,True,0,NODE21NODE32
0,1,45,2,854,question,transQ,,NODE21,NODE32,NODE31,,subject-Gerald_location-Jungle,subject-Gerald_location-Jungle,True,False,0,NODE21NODE32
0,1,46,1,869,question,transQ,,NODE12,NODE21,NODE22,,subject-Maria_location-Jungle,subject-Maria_location-Jungle,True,False,0,NODE12NODE21
0,1,47,1,888,question,transQ,,NODE11,NODE22,NODE21,,subject-Helen_location-Jungle,subject-Helen_location-Jungle,False,True,0,NODE11NODE22
0,1,47,2,892,question,transQ,,NODE22,NODE31,NODE32,,subject-Helen_location-Jungle,subject-Helen_location-Jungle,True,False,0,NODE22NODE31
0,1,48,1,905,question,transQ,,NODE11,NODE22,NODE21,,subject-Carl_location-Jungle,subject-Carl_location-Jungle,True,False,0,NODE11NODE22
0,1,49,2,928,question,transQ,,NODE22,NODE31,NODE32,,subject-Juan_location-Jungle,subject-Juan_location-Jungle,False,False,1,NODE22NODE31
0,1,50,1,943,question,transQ,,NODE11,NODE22,NODE21,,subject-Jerry_location-Jungle,subject-Jerry_location-Jungle,True,False,0,NODE11NODE22
0,1,50,2,947,question,transQ,,NODE22,NODE31,NODE32,,subject-Jerry_location-Jungle,subject-Jerry_location-Jungle,False,True,0,NODE22NODE31
0,1,51,1,960,question,transQ,,NODE11,NODE22,NODE21,,subject-Karen_location-Jungle,subject-Karen_location-Jungle,False,False,1,NODE11NODE22
0,1,51,2,964,question,transQ,,NODE22,NODE31,NODE32,,subject-Karen_location-Jungle,subject-Karen_location-Jungle,True,True,1,NODE22NODE31
0,1,52,1,979,question,transQ,,NODE12,NODE21,NODE22,,subject-Janet_location-Jungle,subject-Janet_location-Jungle,False,False,1,NODE12NODE21
0,1,52,2,983,question,transQ,,NODE21,NODE32,NODE31,,subject-Janet_location-Jungle,subject-Janet_location-Jungle,False,False,1,NODE21NODE32
0,1,53,1,998,question,transQ,,NODE12,NODE21,NODE22,,subject-Martha_location-Jungle,subject-Martha_location-Jungle,False,False,1,NODE12NODE21
0,1,53,2,1002,question,transQ,,NODE21,NODE32,NODE31,,subject-Martha_location-Jungle,subject-Martha_location-Jungle,False,True,0,NODE21NODE32
0,1,54,1,1017,question,transQ,,NODE11,NODE22,NODE21,,subject-Victoria_location-Jungle,subject-Victoria_location-Jungle,True,True,1,NODE11NODE22
0,1,55,1,1034,question,transQ,,NODE11,NODE22,NODE21,,subject-Judith_location-Jungle,subject-Judith_location-Jungle,True,False,0,NODE11NODE22
0,1,56,1,1053,question,transQ,,NODE11,NODE22,NODE21,,subject-Edward_location-Jungle,subject-Edward_location-Jungle,False,True,0,NODE11NODE22
0,1,56,2,1057,question,transQ,,NODE22,NODE31,NODE32,,subject-Edward_location-Jungle,subject-Edward_location-Jungle,True,True,1,NODE22NODE31
0,1,57,1,1072,question,transQ,,NODE11,NODE22,NODE21,,subject-Bryan_location-Jungle,subject-Bryan_location-Jungle,False,False,1,NODE11NODE22
0,1,57,2,1076,question,transQ,,NODE22,NODE31,NODE32,,subject-Bryan_location-Jungle,subject-Bryan_location-Jungle,True,False,0,NODE22NODE31
0,1,58,1,1091,question,transQ,,NODE12,NODE21,NODE22,,subject-Karen_location-Jungle,subject-Karen_location-Jungle,True,False,0,NODE12NODE21
0,1,58,2,1095,question,transQ,,NODE21,NODE32,NODE31,,subject-Karen_location-Jungle,subject-Karen_location-Jungle,True,True,1,NODE21NODE32
0,1,59,1,1110,question,transQ,,NODE12,NODE21,NODE22,,subject-Marie_location-Jungle,subject-Marie_location-Jungle,False,True,0,NODE12NODE21
0,1,59,2,1114,question,transQ,,NODE21,NODE32,NODE31,,subject-Marie_location-Jungle,subject-Marie_location-Jungle,False,True,0,NODE21NODE32
0,1,60,1,1127,question,transQ,,NODE11,NODE22,NODE21,,subject-Charles_location-Jungle,subject-Charles_location-Jungle,True,True,1,NODE11NODE22
0,1,61,2,1150,question,transQ,,NODE22,NODE31,NODE32,,subject-Carl_location-Jungle,subject-Carl_location-Jungle,False,True,0,NODE22NODE31
0,1,62,1,1165,question,transQ,,NODE12,NODE21,NODE22,,subject-Nicholas_location-Jungle,subject-Nicholas_location-Jungle,False,False,1,NODE12NODE21
0,1,63,1,1182,question,transQ,,NODE11,NODE22,NODE21,,subject-Jessica_location-Jungle,subject-Jessica_location-Jungle,False,True,0,NODE11NODE22
0,1,63,2,1186,question,transQ,,NODE22,NODE31,NODE32,,subject-Jessica_location-Jungle,subject-Jessica_location-Jungle,True,False,0,NODE22NODE31
0,1,64,2,1205,question,transQ,,NODE22,NODE31,NODE32,,subject-Christopher_location-Jungle,subject-Christopher_location-Jungle,False,True,0,NODE22NODE31
0,1,65,1,1220,question,transQ,,NODE11,NODE22,NODE21,,subject-Albert_location-Jungle,subject-Albert_location-Jungle,True,True,1,NODE11NODE22
0,1,66,1,1239,question,transQ,,NODE12,NODE21,NODE22,,subject-Madison_location-Jungle,subject-Madison_location-Jungle,True,True,1,NODE12NODE21
0,1,66,2,1243,question,transQ,,NODE21,NODE32,NODE31,,subject-Madison_location-Jungle,subject-Madison_location-Jungle,True,False,0,NODE21NODE32
0,1,67,2,1260,question,transQ,,NODE22,NODE31,NODE32,,subject-Sarah_location-Jungle,subject-Sarah_location-Jungle,True,True,1,NODE22NODE31
0,1,68,1,1275,question,transQ,,NODE12,NODE21,NODE22,,subject-Katherine_location-Jungle,subject-Katherine_location-Jungle,False,True,0,NODE12NODE21
0,1,68,2,1279,question,transQ,,NODE21,NODE32,NODE31,,subject-Katherine_location-Jungle,subject-Katherine_location-Jungle,True,False,0,NODE21NODE32
0,1,69,2,1298,question,transQ,,NODE21,NODE32,NODE31,,subject-Joshua_location-Jungle,subject-Joshua_location-Jungle,True,True,1,NODE21NODE32
0,1,70,2,1317,question,transQ,,NODE21,NODE32,NODE31,,subject-Eric_location-Jungle,subject-Eric_location-Jungle,False,True,0,NODE21NODE32
0,1,71,2,1334,question,transQ,,NODE22,NODE31,NODE32,,subject-Eugene_location-Jungle,subject-Eugene_location-Jungle,False,False,1,NODE22NODE31
0,1,72,2,1353,question,transQ,,NODE22,NODE31,NODE32,,subject-Angela_location-Jungle,subject-Angela_location-Jungle,False,True,0,NODE22NODE31
0,1,73,1,1368,question,transQ,,NODE11,NODE22,NODE21,,subject-Janice_location-Jungle,subject-Janice_location-Jungle,True,False,0,NODE11NODE22
0,1,73,2,1372,question,transQ,,NODE22,NODE31,NODE32,,subject-Janice_location-Jungle,subject-Janice_location-Jungle,True,False,0,NODE22NODE31
0,1,74,1,1387,question,transQ,,NODE11,NODE22,NODE21,,subject-Maria_location-Jungle,subject-Maria_location-Jungle,True,False,0,NODE11NODE22
0,1,74,2,1391,question,transQ,,NODE22,NODE31,NODE32,,subject-Maria_location-Jungle,subject-Maria_location-Jungle,False,False,1,NODE22NODE31
0,1,75,1,1404,question,transQ,,NODE11,NODE22,NODE21,,subject-Lauren_location-Jungle,subject-Lauren_location-Jungle,False,True,0,NODE11NODE22
0,1,75,2,1408,question,transQ,,NODE22,NODE31,NODE32,,subject-Lauren_location-Jungle,subject-Lauren_location-Jungle,True,True,1,NODE22NODE31
0,1,76,1,1423,question,transQ,,NODE11,NODE22,NODE21,,subject-Scott_location-Jungle,subject-Scott_location-Jungle,False,False,1,NODE11NODE22
0,1,76,2,1427,question,transQ,,NODE22,NODE31,NODE32,,subject-Scott_location-Jungle,subject-Scott_location-Jungle,False,False,1,NODE22NODE31
0,1,77,1,1440,question,transQ,,NODE11,NODE22,NODE21,,subject-Bobby_location-Jungle,subject-Bobby_location-Jungle,True,False,0,NODE11NODE22
0,1,77,2,1444,question,transQ,,NODE22,NODE31,NODE32,,subject-Bobby_location-Jungle,subject-Bobby_location-Jungle,False,False,1,NODE22NODE31
0,1,78,1,1457,question,transQ,,NODE12,NODE21,NODE22,,subject-Douglas_location-Jungle,subject-Douglas_location-Jungle,False,False,1,NODE12NODE21
0,1,78,2,1461,question,transQ,,NODE21,NODE32,NODE31,,subject-Douglas_location-Jungle,subject-Douglas_location-Jungle,False,True,0,NODE21NODE32
0,1,79,2,1480,question,transQ,,NODE21,NODE32,NODE31,,subject-Sara_location-Jungle,subject-Sara_location-Jungle,False,True,0,NODE21NODE32
0,2,80,1,1493,question,transQ,,NODE11,NODE21,NODE22,,subject-Mary_location-Deep,subject-Mary_location-Deep,True,False,0,NODE11NODE21
0,2,80,2,1497,question,transQ,,NODE21,NODE31,NODE32,,subject-Mary_location-Deep,subject-Mary_location-Deep,False,False,1,NODE21NODE31
0,2,81,1,1512,question,transQ,,NODE11,NODE21,NODE22,,subject-Frances_location-Deep,subject-Frances_location-Deep,True,True,1,NODE11NODE21
0,2,81,2,1516,question,transQ,,NODE21,NODE31,NODE32,,subject-Frances_location-Deep,subject-Frances_location-Deep,True,True,1,NODE21NODE31
0,2,82,1,1531,question,transQ,,NODE11,NODE21,NODE22,,subject-Janice_location-Deep,subject-Janice_location-Deep,True,True,1,NODE11NODE21
0,2,82,2,1535,question,transQ,,NODE21,NODE31,NODE32,,subject-Janice_location-Deep,subject-Janice_location-Deep,False,False,1,NODE21NODE31
0,2,83,1,1550,question,transQ,,NODE11,NODE21,NODE22,,subject-Sean_location-Deep,subject-Sean_location-Deep,False,False,1,NODE11NODE21
0,2,83,2,1554,question,transQ,,NODE21,NODE31,NODE32,,subject-Sean_location-Deep,subject-Sean_location-Deep,False,False,1,NODE21NODE31
0,2,84,2,1573,question,transQ,,NODE21,NODE31,NODE32,,subject-Diana_location-Deep,subject-Diana_location-Deep,False,False,1,NODE21NODE31
0,2,85,1,1588,question,transQ,,NODE12,NODE22,NODE21,,subject-Megan_location-Deep,subject-Megan_location-Deep,True,False,0,NODE12NODE22
0,2,85,2,1592,question,transQ,,NODE22,NODE32,NODE31,,subject-Megan_location-Deep,subject-Megan_location-Deep,False,True,0,NODE22NODE32
0,2,86,1,1607,question,transQ,,NODE11,NODE21,NODE22,,subject-Logan_location-Deep,subject-Logan_location-Deep,True,True,1,NODE11NODE21
0,2,86,2,1611,question,transQ,,NODE21,NODE31,NODE32,,subject-Logan_location-Deep,subject-Logan_location-Deep,True,True,1,NODE21NODE31
0,2,88,2,1649,question,transQ,,NODE21,NODE31,NODE32,,subject-Roy_location-Deep,subject-Roy_location-Deep,False,False,1,NODE21NODE31
0,2,89,1,1664,question,transQ,,NODE12,NODE22,NODE21,,subject-Edward_location-Deep,subject-Edward_location-Deep,False,False,1,NODE12NODE22
0,2,90,1,1683,question,transQ,,NODE12,NODE22,NODE21,,subject-Brenda_location-Deep,subject-Brenda_location-Deep,False,False,1,NODE12NODE22
0,2,90,2,1687,question,transQ,,NODE22,NODE32,NODE31,,subject-Brenda_location-Deep,subject-Brenda_location-Deep,False,False,1,NODE22NODE32
0,2,91,2,1706,question,transQ,,NODE21,NODE31,NODE32,,subject-Ashley_location-Deep,subject-Ashley_location-Deep,True,True,1,NODE21NODE31
0,2,92,2,1725,question,transQ,,NODE21,NODE31,NODE32,,subject-Ashley_location-Deep,subject-Ashley_location-Deep,False,False,1,NODE21NODE31
0,2,93,1,1738,question,transQ,,NODE11,NODE21,NODE22,,subject-Madison_location-Deep,subject-Madison_location-Deep,True,True,1,NODE11NODE21
0,2,93,2,1742,question,transQ,,NODE21,NODE31,NODE32,,subject-Madison_location-Deep,subject-Madison_location-Deep,True,True,1,NODE21NODE31
0,2,94,1,1757,question,transQ,,NODE11,NODE21,NODE22,,subject-Carl_location-Deep,subject-Carl_location-Deep,False,False,1,NODE11NODE21
0,2,95,1,1774,question,transQ,,NODE11,NODE21,NODE22,,subject-Jeremy_location-Deep,subject-Jeremy_location-Deep,False,False,1,NODE11NODE21
0,2,95,2,1778,question,transQ,,NODE21,NODE31,NODE32,,subject-Jeremy_location-Deep,subject-Jeremy_location-Deep,False,False,1,NODE21NODE31
0,2,96,1,1793,question,transQ,,NODE11,NODE21,NODE22,,subject-Brenda_location-Deep,subject-Brenda_location-Deep,True,True,1,NODE11NODE21
0,2,96,2,1797,question,transQ,,NODE21,NODE31,NODE32,,subject-Brenda_location-Deep,subject-Brenda_location-Deep,False,False,1,NODE21NODE31
0,2,97,2,1816,question,transQ,,NODE22,NODE32,NODE31,,subject-Timothy_location-Deep,subject-Timothy_location-Deep,True,True,1,NODE22NODE32
0,2,98,1,1831,question,transQ,,NODE12,NODE22,NODE21,,subject-Eugene_location-Deep,subject-Eugene_location-Deep,True,True,1,NODE12NODE22
0,2,98,2,1835,question,transQ,,NODE22,NODE32,NODE31,,subject-Eugene_location-Deep,subject-Eugene_location-Deep,True,True,1,NODE22NODE32
0,2,99,1,1850,question,transQ,,NODE11,NODE21,NODE22,,subject-Jason_location-Deep,subject-Jason_location-Deep,False,False,1,NODE11NODE21
0,2,100,1,1869,question,transQ,,NODE12,NODE22,NODE21,,subject-Madison_location-Deep,subject-Madison_location-Deep,False,False,1,NODE12NODE22
0,2,100,2,1873,question,transQ,,NODE22,NODE32,NODE31,,subject-Madison_location-Deep,subject-Madison_location-Deep,False,False,1,NODE22NODE32
0,2,101,1,1888,question,transQ,,NODE11,NODE21,NODE22,,subject-Bobby_location-Deep,subject-Bobby_location-Deep,True,True,1,NODE11NODE21
0,2,101,2,1892,question,transQ,,NODE21,NODE31,NODE32,,subject-Bobby_location-Deep,subject-Bobby_location-Deep,True,True,1,NODE21NODE31
0,2,102,1,1907,question,transQ,,NODE12,NODE22,NODE21,,subject-Carolyn_location-Deep,subject-Carolyn_location-Deep,True,True,1,NODE12NODE22
0,2,103,1,1926,question,transQ,,NODE12,NODE22,NODE21,,subject-Teresa_location-Deep,subject-Teresa_location-Deep,False,False,1,NODE12NODE22
0,2,103,2,1930,question,transQ,,NODE22,NODE32,NODE31,,subject-Teresa_location-Deep,subject-Teresa_location-Deep,True,True,1,NODE22NODE32
0,2,104,1,1945,question,transQ,,NODE11,NODE21,NODE22,,subject-Albert_location-Deep,subject-Albert_location-Deep,False,False,1,NODE11NODE21
0,2,104,2,1949,question,transQ,,NODE21,NODE31,NODE32,,subject-Albert_location-Deep,subject-Albert_location-Deep,False,False,1,NODE21NODE31
0,2,105,1,1964,question,transQ,,NODE12,NODE22,NODE21,,subject-Jonathan_location-Deep,subject-Jonathan_location-Deep,False,False,1,NODE12NODE22
0,2,105,2,1968,question,transQ,,NODE22,NODE32,NODE31,,subject-Jonathan_location-Deep,subject-Jonathan_location-Deep,False,False,1,NODE22NODE32
0,2,106,2,1987,question,transQ,,NODE22,NODE32,NODE31,,subject-Virginia_location-Deep,subject-Virginia_location-Deep,False,False,1,NODE22NODE32
0,2,107,1,2002,question,transQ,,NODE11,NODE21,NODE22,,subject-Daniel_location-Deep,subject-Daniel_location-Deep,False,False,1,NODE11NODE21
0,2,107,2,2006,question,transQ,,NODE21,NODE31,NODE32,,subject-Daniel_location-Deep,subject-Daniel_location-Deep,True,True,1,NODE21NODE31
0,2,108,1,2021,question,transQ,,NODE12,NODE22,NODE21,,subject-Juan_location-Deep,subject-Juan_location-Deep,False,False,1,NODE12NODE22
0,2,108,2,2025,question,transQ,,NODE22,NODE32,NODE31,,subject-Juan_location-Deep,subject-Juan_location-Deep,True,True,1,NODE22NODE32
0,2,109,1,2040,question,transQ,,NODE11,NODE21,NODE22,,subject-Angela_location-Deep,subject-Angela_location-Deep,True,True,1,NODE11NODE21
0,2,109,2,2044,question,transQ,,NODE21,NODE31,NODE32,,subject-Angela_location-Deep,subject-Angela_location-Deep,True,True,1,NODE21NODE31
0,2,110,1,2057,question,transQ,,NODE11,NODE21,NODE22,,subject-Joan_location-Deep,subject-Joan_location-Deep,False,False,1,NODE11NODE21
0,2,110,2,2061,question,transQ,,NODE21,NODE31,NODE32,,subject-Joan_location-Deep,subject-Joan_location-Deep,False,False,1,NODE21NODE31
0,2,111,1,2076,question,transQ,,NODE11,NODE21,NODE22,,subject-Raymond_location-Deep,subject-Raymond_location-Deep,True,True,1,NODE11NODE21
0,2,112,2,2099,question,transQ,,NODE21,NODE31,NODE32,,subject-William_location-Deep,subject-William_location-Deep,True,True,1,NODE21NODE31
0,2,113,1,2112,question,transQ,,NODE11,NODE21,NODE22,,subject-David_location-Deep,subject-David_location-Deep,True,True,1,NODE11NODE21
0,2,113,2,2116,question,transQ,,NODE21,NODE31,NODE32,,subject-David_location-Deep,subject-David_location-Deep,False,False,1,NODE21NODE31
0,2,114,1,2131,question,transQ,,NODE11,NODE21,NODE22,,subject-Richard_location-Deep,subject-Richard_location-Deep,True,True,1,NODE11NODE21
0,2,114,2,2135,question,transQ,,NODE21,NODE31,NODE32,,subject-Richard_location-Deep,subject-Richard_location-Deep,True,True,1,NODE21NODE31
0,2,115,1,2150,question,transQ,,NODE11,NODE21,NODE22,,subject-Douglas_location-Deep,subject-Douglas_location-Deep,False,False,1,NODE11NODE21
0,2,115,2,2154,question,transQ,,NODE21,NODE31,NODE32,,subject-Douglas_location-Deep,subject-Douglas_location-Deep,True,True,1,NODE21NODE31
0,2,116,1,2167,question,transQ,,NODE12,NODE22,NODE21,,subject-Denise_location-Deep,subject-Denise_location-Deep,False,False,1,NODE12NODE22
0,2,116,2,2171,question,transQ,,NODE22,NODE32,NODE31,,subject-Denise_location-Deep,subject-Denise_location-Deep,True,True,1,NODE22NODE32
0,2,117,1,2186,question,transQ,,NODE11,NODE21,NODE22,,subject-Angela_location-Deep,subject-Angela_location-Deep,True,True,1,NODE11NODE21
0,2,117,2,2190,question,transQ,,NODE21,NODE31,NODE32,,subject-Angela_location-Deep,subject-Angela_location-Deep,False,True,0,NODE21NODE31
