subjnum,block,story,depth,,type,qtype,state,fromnode,true_tonode,false_tonode,rfc,true_rfc,false_rfc,response_right,true_on_right,correct_response,edge
5,0,31,1,586,question,transQ,,NODE12,NODE22,NODE21,,subject-Timothy_location-Deep,subject-Timothy_location-Deep,False,False,1,NODE12NODE22
5,0,31,2,590,question,transQ,,NODE22,NODE32,NODE31,,subject-Timothy_location-Deep,subject-Timothy_location-Deep,False,True,0,NODE22NODE32
5,0,32,2,607,question,transQ,,NODE22,NODE31,NODE32,,subject-Karen_location-Jungle,subject-Karen_location-Jungle,False,False,1,NODE22NODE31
5,0,33,2,626,question,transQ,,NODE22,NODE32,NODE31,,subject-Eric_location-Deep,subject-Eric_location-Deep,True,True,1,NODE22NODE32
5,0,34,2,643,question,transQ,,NODE21,NODE32,NODE31,,subject-Timothy_location-Jungle,subject-Timothy_location-Jungle,True,False,0,NODE21NODE32
5,0,35,1,658,question,transQ,,NODE12,NODE22,NODE21,,subject-Roger_location-Deep,subject-Roger_location-Deep,False,True,0,NODE12NODE22
5,0,35,2,662,question,transQ,,NODE22,NODE32,NODE31,,subject-Roger_location-Deep,subject-Roger_location-Deep,False,True,0,NODE22NODE32
5,0,36,1,677,question,transQ,,NODE11,NODE22,NODE21,,subject-Theresa_location-Jungle,subject-Theresa_location-Jungle,True,False,0,NODE11NODE22
5,0,36,2,681,question,transQ,,NODE22,NODE31,NODE32,,subject-Theresa_location-Jungle,subject-Theresa_location-Jungle,True,False,0,NODE22NODE31
5,0,37,1,696,question,transQ,,NODE11,NODE21,NODE22,,subject-Russell_location-Deep,subject-Russell_location-Deep,True,False,0,NODE11NODE21
5,0,37,2,700,question,transQ,,NODE21,NODE31,NODE32,,subject-Russell_location-Deep,subject-Russell_location-Deep,False,True,0,NODE21NODE31
5,0,38,1,713,question,transQ,,NODE11,NODE22,NODE21,,subject-Barbara_location-Jungle,subject-Barbara_location-Jungle,False,True,0,NODE11NODE22
5,0,38,2,717,question,transQ,,NODE22,NODE31,NODE32,,subject-Barbara_location-Jungle,subject-Barbara_location-Jungle,False,True,0,NODE22NODE31
5,0,39,1,730,question,transQ,,NODE11,NODE21,NODE22,,subject-Joyce_location-Deep,subject-Joyce_location-Deep,False,False,1,NODE11NODE21
5,0,39,2,734,question,transQ,,NODE21,NODE31,NODE32,,subject-Joyce_location-Deep,subject-Joyce_location-Deep,True,True,1,NODE21NODE31
5,1,40,1,747,question,transQ,,NODE12,NODE21,NODE22,,subject-Alice_location-Jungle,subject-Alice_location-Jungle,False,False,1,NODE12NODE21
5,1,40,2,751,question,transQ,,NODE21,NODE32,NODE31,,subject-Alice_location-Jungle,subject-Alice_location-Jungle,True,False,0,NODE21NODE32
5,1,41,1,764,question,transQ,,NODE12,NODE22,NODE21,,subject-Kelly_location-Deep,subject-Kelly_location-Deep,True,False,0,NODE12NODE22
5,1,42,1,783,question,transQ,,NODE12,NODE21,NODE22,,subject-Kyle_location-Jungle,subject-Kyle_location-Jungle,True,True,1,NODE12NODE21
5,1,43,1,802,question,transQ,,NODE12,NODE22,NODE21,,subject-Ann_location-Deep,subject-Ann_location-Deep,True,False,0,NODE12NODE22
5,1,43,2,806,question,transQ,,NODE22,NODE32,NODE31,,subject-Ann_location-Deep,subject-Ann_location-Deep,True,True,1,NODE22NODE32
5,1,44,1,821,question,transQ,,NODE11,NODE22,NODE21,,subject-Lori_location-Jungle,subject-Lori_location-Jungle,True,True,1,NODE11NODE22
5,1,44,2,825,question,transQ,,NODE22,NODE31,NODE32,,subject-Lori_location-Jungle,subject-Lori_location-Jungle,False,False,1,NODE22NODE31
5,1,45,1,838,question,transQ,,NODE11,NODE21,NODE22,,subject-Maria_location-Deep,subject-Maria_location-Deep,False,False,1,NODE11NODE21
5,1,45,2,842,question,transQ,,NODE21,NODE31,NODE32,,subject-Maria_location-Deep,subject-Maria_location-Deep,True,True,1,NODE21NODE31
5,1,47,1,876,question,transQ,,NODE12,NODE22,NODE21,,subject-Carol_location-Deep,subject-Carol_location-Deep,True,True,1,NODE12NODE22
5,1,48,1,895,question,transQ,,NODE12,NODE21,NODE22,,subject-Julia_location-Jungle,subject-Julia_location-Jungle,False,True,0,NODE12NODE21
5,1,48,2,899,question,transQ,,NODE21,NODE32,NODE31,,subject-Julia_location-Jungle,subject-Julia_location-Jungle,False,True,0,NODE21NODE32
5,1,49,2,918,question,transQ,,NODE22,NODE32,NODE31,,subject-Pamela_location-Deep,subject-Pamela_location-Deep,True,False,0,NODE22NODE32
5,1,50,1,931,question,transQ,,NODE11,NODE22,NODE21,,subject-Kelly_location-Jungle,subject-Kelly_location-Jungle,False,False,1,NODE11NODE22
5,1,50,2,935,question,transQ,,NODE22,NODE31,NODE32,,subject-Kelly_location-Jungle,subject-Kelly_location-Jungle,False,False,1,NODE22NODE31
5,1,51,1,948,question,transQ,,NODE11,NODE21,NODE22,,subject-Betty_location-Deep,subject-Betty_location-Deep,False,True,0,NODE11NODE21
5,1,51,2,952,question,transQ,,NODE21,NODE31,NODE32,,subject-Betty_location-Deep,subject-Betty_location-Deep,True,False,0,NODE21NODE31
5,1,52,1,967,question,transQ,,NODE12,NODE21,NODE22,,subject-Walter_location-Jungle,subject-Walter_location-Jungle,False,True,0,NODE12NODE21
5,1,52,2,971,question,transQ,,NODE21,NODE32,NODE31,,subject-Walter_location-Jungle,subject-Walter_location-Jungle,False,False,1,NODE21NODE32
5,1,53,2,990,question,transQ,,NODE22,NODE32,NODE31,,subject-Debra_location-Deep,subject-Debra_location-Deep,True,True,1,NODE22NODE32
5,1,54,1,1005,question,transQ,,NODE12,NODE21,NODE22,,subject-Stephanie_location-Jungle,subject-Stephanie_location-Jungle,False,True,0,NODE12NODE21
5,1,54,2,1009,question,transQ,,NODE21,NODE32,NODE31,,subject-Stephanie_location-Jungle,subject-Stephanie_location-Jungle,True,False,0,NODE21NODE32
5,1,55,2,1028,question,transQ,,NODE21,NODE31,NODE32,,subject-Eric_location-Deep,subject-Eric_location-Deep,False,True,0,NODE21NODE31
5,1,56,1,1043,question,transQ,,NODE12,NODE21,NODE22,,subject-Jesse_location-Jungle,subject-Jesse_location-Jungle,True,True,1,NODE12NODE21
5,1,56,2,1047,question,transQ,,NODE21,NODE32,NODE31,,subject-Jesse_location-Jungle,subject-Jesse_location-Jungle,True,False,0,NODE21NODE32
5,1,57,1,1062,question,transQ,,NODE11,NODE21,NODE22,,subject-Carl_location-Deep,subject-Carl_location-Deep,False,True,0,NODE11NODE21
5,1,57,2,1066,question,transQ,,NODE21,NODE31,NODE32,,subject-Carl_location-Deep,subject-Carl_location-Deep,True,True,1,NODE21NODE31
5,1,58,1,1081,question,transQ,,NODE11,NODE22,NODE21,,subject-Julie_location-Jungle,subject-Julie_location-Jungle,False,True,0,NODE11NODE22
5,1,59,1,1100,question,transQ,,NODE11,NODE21,NODE22,,subject-Ashley_location-Deep,subject-Ashley_location-Deep,False,False,1,NODE11NODE21
5,1,59,2,1104,question,transQ,,NODE21,NODE31,NODE32,,subject-Ashley_location-Deep,subject-Ashley_location-Deep,False,True,0,NODE21NODE31
5,1,60,1,1117,question,transQ,,NODE11,NODE22,NODE21,,subject-Austin_location-Jungle,subject-Austin_location-Jungle,True,True,1,NODE11NODE22
5,1,60,2,1121,question,transQ,,NODE22,NODE31,NODE32,,subject-Austin_location-Jungle,subject-Austin_location-Jungle,False,True,0,NODE22NODE31
5,1,61,1,1136,question,transQ,,NODE12,NODE22,NODE21,,subject-Adam_location-Deep,subject-Adam_location-Deep,True,False,0,NODE12NODE22
5,1,62,2,1159,question,transQ,,NODE21,NODE32,NODE31,,subject-Dorothy_location-Jungle,subject-Dorothy_location-Jungle,False,True,0,NODE21NODE32
5,1,63,1,1174,question,transQ,,NODE12,NODE22,NODE21,,subject-Roger_location-Deep,subject-Roger_location-Deep,True,True,1,NODE12NODE22
5,1,63,2,1178,question,transQ,,NODE22,NODE32,NODE31,,subject-Roger_location-Deep,subject-Roger_location-Deep,False,False,1,NODE22NODE32
5,1,64,1,1191,question,transQ,,NODE11,NODE22,NODE21,,subject-Alexis_location-Jungle,subject-Alexis_location-Jungle,True,False,0,NODE11NODE22
5,1,65,2,1214,question,transQ,,NODE21,NODE31,NODE32,,subject-Jacqueline_location-Deep,subject-Jacqueline_location-Deep,True,True,1,NODE21NODE31
5,1,66,1,1229,question,transQ,,NODE12,NODE21,NODE22,,subject-Gloria_location-Jungle,subject-Gloria_location-Jungle,True,True,1,NODE12NODE21
5,1,66,2,1233,question,transQ,,NODE21,NODE32,NODE31,,subject-Gloria_location-Jungle,subject-Gloria_location-Jungle,True,True,1,NODE21NODE32
5,1,67,1,1248,question,transQ,,NODE12,NODE22,NODE21,,subject-Susan_location-Deep,subject-Susan_location-Deep,True,False,0,NODE12NODE22
5,1,68,2,1271,question,transQ,,NODE21,NODE32,NODE31,,subject-Vincent_location-Jungle,subject-Vincent_location-Jungle,True,False,0,NODE21NODE32
5,1,69,1,1286,question,transQ,,NODE11,NODE21,NODE22,,subject-Kimberly_location-Deep,subject-Kimberly_location-Deep,True,True,1,NODE11NODE21
5,1,70,1,1303,question,transQ,,NODE12,NODE21,NODE22,,subject-Amanda_location-Jungle,subject-Amanda_location-Jungle,True,False,0,NODE12NODE21
5,1,70,2,1307,question,transQ,,NODE21,NODE32,NODE31,,subject-Amanda_location-Jungle,subject-Amanda_location-Jungle,True,True,1,NODE21NODE32
5,1,71,1,1322,question,transQ,,NODE11,NODE21,NODE22,,subject-Janet_location-Deep,subject-Janet_location-Deep,False,True,0,NODE11NODE21
5,1,71,2,1326,question,transQ,,NODE21,NODE31,NODE32,,subject-Janet_location-Deep,subject-Janet_location-Deep,False,False,1,NODE21NODE31
5,1,72,1,1341,question,transQ,,NODE12,NODE21,NODE22,,subject-Brenda_location-Jungle,subject-Brenda_location-Jungle,True,True,1,NODE12NODE21
5,1,72,2,1345,question,transQ,,NODE21,NODE32,NODE31,,subject-Brenda_location-Jungle,subject-Brenda_location-Jungle,True,True,1,NODE21NODE32
5,1,73,1,1358,question,transQ,,NODE11,NODE21,NODE22,,subject-Mark_location-Deep,subject-Mark_location-Deep,True,True,1,NODE11NODE21
5,1,73,2,1362,question,transQ,,NODE21,NODE31,NODE32,,subject-Mark_location-Deep,subject-Mark_location-Deep,False,False,1,NODE21NODE31
5,1,74,1,1375,question,transQ,,NODE12,NODE21,NODE22,,subject-Henry_location-Jungle,subject-Henry_location-Jungle,False,True,0,NODE12NODE21
5,1,74,2,1379,question,transQ,,NODE21,NODE32,NODE31,,subject-Henry_location-Jungle,subject-Henry_location-Jungle,True,False,0,NODE21NODE32
5,1,75,1,1392,question,transQ,,NODE11,NODE21,NODE22,,subject-Samuel_location-Deep,subject-Samuel_location-Deep,True,False,0,NODE11NODE21
5,1,76,1,1411,question,transQ,,NODE11,NODE22,NODE21,,subject-Nicole_location-Jungle,subject-Nicole_location-Jungle,False,False,1,NODE11NODE22
5,1,76,2,1415,question,transQ,,NODE22,NODE31,NODE32,,subject-Nicole_location-Jungle,subject-Nicole_location-Jungle,False,False,1,NODE22NODE31
5,1,77,1,1428,question,transQ,,NODE12,NODE22,NODE21,,subject-Megan_location-Deep,subject-Megan_location-Deep,False,True,0,NODE12NODE22
5,1,77,2,1432,question,transQ,,NODE22,NODE32,NODE31,,subject-Megan_location-Deep,subject-Megan_location-Deep,True,True,1,NODE22NODE32
5,1,78,1,1445,question,transQ,,NODE11,NODE22,NODE21,,subject-Carolyn_location-Jungle,subject-Carolyn_location-Jungle,True,False,0,NODE11NODE22
5,1,78,2,1449,question,transQ,,NODE22,NODE31,NODE32,,subject-Carolyn_location-Jungle,subject-Carolyn_location-Jungle,False,False,1,NODE22NODE31
5,1,79,2,1468,question,transQ,,NODE22,NODE32,NODE31,,subject-Thomas_location-Deep,subject-Thomas_location-Deep,True,False,0,NODE22NODE32
5,2,81,1,1502,question,transQ,,NODE12,NODE22,NODE21,,subject-Jesse_location-Deep,subject-Jesse_location-Deep,False,False,1,NODE12NODE22
5,2,82,1,1521,question,transQ,,NODE11,NODE21,NODE22,,subject-Jacob_location-Deep,subject-Jacob_location-Deep,True,False,0,NODE11NODE21
5,2,82,2,1525,question,transQ,,NODE21,NODE31,NODE32,,subject-Jacob_location-Deep,subject-Jacob_location-Deep,False,False,1,NODE21NODE31
5,2,84,1,1559,question,transQ,,NODE12,NODE22,NODE21,,subject-Sandra_location-Deep,subject-Sandra_location-Deep,False,True,0,NODE12NODE22
5,2,84,2,1563,question,transQ,,NODE22,NODE32,NODE31,,subject-Sandra_location-Deep,subject-Sandra_location-Deep,False,True,0,NODE22NODE32
5,2,85,1,1578,question,transQ,,NODE11,NODE21,NODE22,,subject-Eugene_location-Deep,subject-Eugene_location-Deep,True,True,1,NODE11NODE21
5,2,85,2,1582,question,transQ,,NODE21,NODE31,NODE32,,subject-Eugene_location-Deep,subject-Eugene_location-Deep,False,True,0,NODE21NODE31
5,2,86,1,1597,question,transQ,,NODE11,NODE21,NODE22,,subject-Zachary_location-Deep,subject-Zachary_location-Deep,False,True,0,NODE11NODE21
5,2,87,1,1614,question,transQ,,NODE12,NODE22,NODE21,,subject-Natalie_location-Deep,subject-Natalie_location-Deep,True,True,1,NODE12NODE22
5,2,87,2,1618,question,transQ,,NODE22,NODE32,NODE31,,subject-Natalie_location-Deep,subject-Natalie_location-Deep,False,True,0,NODE22NODE32
5,2,88,1,1631,question,transQ,,NODE12,NODE22,NODE21,,subject-James_location-Deep,subject-James_location-Deep,False,True,0,NODE12NODE22
5,2,88,2,1635,question,transQ,,NODE22,NODE32,NODE31,,subject-James_location-Deep,subject-James_location-Deep,True,True,1,NODE22NODE32
5,2,89,2,1654,question,transQ,,NODE21,NODE31,NODE32,,subject-Carol_location-Deep,subject-Carol_location-Deep,False,True,0,NODE21NODE31
5,2,90,1,1669,question,transQ,,NODE11,NODE21,NODE22,,subject-Megan_location-Deep,subject-Megan_location-Deep,True,True,1,NODE11NODE21
5,2,90,2,1673,question,transQ,,NODE21,NODE31,NODE32,,subject-Megan_location-Deep,subject-Megan_location-Deep,False,False,1,NODE21NODE31
5,2,91,1,1688,question,transQ,,NODE11,NODE21,NODE22,,subject-Jerry_location-Deep,subject-Jerry_location-Deep,True,False,0,NODE11NODE21
5,2,91,2,1692,question,transQ,,NODE21,NODE31,NODE32,,subject-Jerry_location-Deep,subject-Jerry_location-Deep,False,False,1,NODE21NODE31
5,2,92,1,1707,question,transQ,,NODE11,NODE21,NODE22,,subject-Alice_location-Deep,subject-Alice_location-Deep,True,False,0,NODE11NODE21
5,2,92,2,1711,question,transQ,,NODE21,NODE31,NODE32,,subject-Alice_location-Deep,subject-Alice_location-Deep,True,False,0,NODE21NODE31
5,2,93,2,1730,question,transQ,,NODE22,NODE32,NODE31,,subject-Olivia_location-Deep,subject-Olivia_location-Deep,True,False,0,NODE22NODE32
5,2,94,1,1745,question,transQ,,NODE12,NODE22,NODE21,,subject-Brian_location-Deep,subject-Brian_location-Deep,False,False,1,NODE12NODE22
5,2,94,2,1749,question,transQ,,NODE22,NODE32,NODE31,,subject-Brian_location-Deep,subject-Brian_location-Deep,True,True,1,NODE22NODE32
5,2,95,1,1764,question,transQ,,NODE11,NODE21,NODE22,,subject-Gloria_location-Deep,subject-Gloria_location-Deep,True,False,0,NODE11NODE21
5,2,95,2,1768,question,transQ,,NODE21,NODE31,NODE32,,subject-Gloria_location-Deep,subject-Gloria_location-Deep,False,False,1,NODE21NODE31
5,2,96,1,1781,question,transQ,,NODE11,NODE21,NODE22,,subject-Olivia_location-Deep,subject-Olivia_location-Deep,False,False,1,NODE11NODE21
5,2,98,1,1817,question,transQ,,NODE11,NODE21,NODE22,,subject-Cynthia_location-Deep,subject-Cynthia_location-Deep,False,True,0,NODE11NODE21
5,2,98,2,1821,question,transQ,,NODE21,NODE31,NODE32,,subject-Cynthia_location-Deep,subject-Cynthia_location-Deep,True,False,0,NODE21NODE31
5,2,99,1,1836,question,transQ,,NODE12,NODE22,NODE21,,subject-Austin_location-Deep,subject-Austin_location-Deep,False,False,1,NODE12NODE22
5,2,99,2,1840,question,transQ,,NODE22,NODE32,NODE31,,subject-Austin_location-Deep,subject-Austin_location-Deep,False,True,0,NODE22NODE32
5,2,100,2,1857,question,transQ,,NODE21,NODE31,NODE32,,subject-Andrea_location-Deep,subject-Andrea_location-Deep,True,True,1,NODE21NODE31
5,2,101,1,1870,question,transQ,,NODE12,NODE22,NODE21,,subject-Carl_location-Deep,subject-Carl_location-Deep,False,True,0,NODE12NODE22
5,2,101,2,1874,question,transQ,,NODE22,NODE32,NODE31,,subject-Carl_location-Deep,subject-Carl_location-Deep,False,True,0,NODE22NODE32
5,2,102,1,1889,question,transQ,,NODE12,NODE22,NODE21,,subject-Adam_location-Deep,subject-Adam_location-Deep,False,False,1,NODE12NODE22
5,2,103,1,1908,question,transQ,,NODE12,NODE22,NODE21,,subject-Jonathan_location-Deep,subject-Jonathan_location-Deep,True,False,0,NODE12NODE22
5,2,104,1,1927,question,transQ,,NODE11,NODE21,NODE22,,subject-Larry_location-Deep,subject-Larry_location-Deep,True,False,0,NODE11NODE21
5,2,105,2,1948,question,transQ,,NODE21,NODE31,NODE32,,subject-Diane_location-Deep,subject-Diane_location-Deep,False,True,0,NODE21NODE31
5,2,106,1,1963,question,transQ,,NODE12,NODE22,NODE21,,subject-Tiffany_location-Deep,subject-Tiffany_location-Deep,True,True,1,NODE12NODE22
5,2,107,1,1982,question,transQ,,NODE12,NODE22,NODE21,,subject-Kyle_location-Deep,subject-Kyle_location-Deep,False,True,0,NODE12NODE22
5,2,108,2,2005,question,transQ,,NODE21,NODE31,NODE32,,subject-Ethan_location-Deep,subject-Ethan_location-Deep,False,False,1,NODE21NODE31
5,2,109,1,2018,question,transQ,,NODE11,NODE21,NODE22,,subject-Julie_location-Deep,subject-Julie_location-Deep,True,False,0,NODE11NODE21
5,2,109,2,2022,question,transQ,,NODE21,NODE31,NODE32,,subject-Julie_location-Deep,subject-Julie_location-Deep,True,True,1,NODE21NODE31
5,2,110,2,2041,question,transQ,,NODE21,NODE31,NODE32,,subject-Kenneth_location-Deep,subject-Kenneth_location-Deep,True,True,1,NODE21NODE31
5,2,111,1,2056,question,transQ,,NODE11,NODE21,NODE22,,subject-Michael_location-Deep,subject-Michael_location-Deep,True,True,1,NODE11NODE21
5,2,111,2,2060,question,transQ,,NODE21,NODE31,NODE32,,subject-Michael_location-Deep,subject-Michael_location-Deep,True,True,1,NODE21NODE31
5,2,112,1,2075,question,transQ,,NODE11,NODE21,NODE22,,subject-William_location-Deep,subject-William_location-Deep,True,True,1,NODE11NODE21
5,2,112,2,2079,question,transQ,,NODE21,NODE31,NODE32,,subject-William_location-Deep,subject-William_location-Deep,True,False,0,NODE21NODE31
5,2,113,1,2094,question,transQ,,NODE11,NODE21,NODE22,,subject-Julia_location-Deep,subject-Julia_location-Deep,True,True,1,NODE11NODE21
5,2,113,2,2098,question,transQ,,NODE21,NODE31,NODE32,,subject-Julia_location-Deep,subject-Julia_location-Deep,False,True,0,NODE21NODE31
5,2,114,2,2117,question,transQ,,NODE22,NODE32,NODE31,,subject-Catherine_location-Deep,subject-Catherine_location-Deep,False,True,0,NODE22NODE32
5,2,115,2,2136,question,transQ,,NODE22,NODE32,NODE31,,subject-Alan_location-Deep,subject-Alan_location-Deep,False,False,1,NODE22NODE32
5,2,116,1,2151,question,transQ,,NODE11,NODE21,NODE22,,subject-Gregory_location-Deep,subject-Gregory_location-Deep,False,False,1,NODE11NODE21
5,2,117,1,2170,question,transQ,,NODE12,NODE22,NODE21,,subject-Jeffrey_location-Deep,subject-Jeffrey_location-Deep,False,False,1,NODE12NODE22
5,2,117,2,2174,question,transQ,,NODE22,NODE32,NODE31,,subject-Jeffrey_location-Deep,subject-Jeffrey_location-Deep,False,True,0,NODE22NODE32
5,2,118,1,2189,question,transQ,,NODE11,NODE21,NODE22,,subject-Christian_location-Deep,subject-Christian_location-Deep,False,True,0,NODE11NODE21
5,2,119,1,2208,question,transQ,,NODE11,NODE21,NODE22,,subject-Ann_location-Deep,subject-Ann_location-Deep,True,True,1,NODE11NODE21
5,3,120,1,2227,question,transQ,,NODE12,NODE21,NODE22,,subject-Nicholas_location-Jungle,subject-Nicholas_location-Jungle,False,False,1,NODE12NODE21
5,3,120,2,2231,question,transQ,,NODE21,NODE32,NODE31,,subject-Nicholas_location-Jungle,subject-Nicholas_location-Jungle,True,True,1,NODE21NODE32
